model,optimizer,n,bins,bin_type,reps,usable,convergence_rate,classical_conv_rate,symbolic_conv_rate,median_time_classical,median_time_symbolic,speedup,mse_class,mse_symbolic,rmse_class,rmse_symbolic,relative_rmse,rmse_mean_ratio,rmse_sd_ratio,boundary_hit_rate
shifted_gamma,L-BFGS-B,365,10,QU,1000,1000,1,1,1,0.009666666666665455,0.004533333333332242,2.1323529411767166,0.12232039371669969,0.15890303100428993,0.3497433254784138,0.3986264303885154,1.1397685140759568,1.0805957500285628,1.2129170961089268,0
shifted_gamma,L-BFGS-B,365,50,EW,1000,1000,1,1,1,0.009666666666665455,0.008000000000000304,1.2083333333331359,0.12232039371669969,0.12183204521589971,0.3497433254784138,0.3490444745528852,0.9980018176913809,0.9994691127839251,0.9960766018698762,0
shifted_gamma,L-BFGS-B,365,50,QU,1000,1000,1,1,1,0.009666666666665455,0.009016666666661878,1.0720887245845385,0.12232039371669969,0.12890382590975646,0.3497433254784138,0.35903178955317655,1.0265579452075522,1.0155813926302026,1.0407605390763148,0
shifted_gamma,L-BFGS-B,365,100,EW,1000,1000,1,1,1,0.009666666666665455,0.011666666666663635,0.82857142857154,0.12232039371669969,0.12113897108795683,0.3497433254784138,0.34805024218919434,0.9951590690489848,0.9998133485864987,0.9890294972114253,0
shifted_gamma,L-BFGS-B,365,100,QU,1000,1000,1,1,1,0.009666666666665455,0.014433333333333092,0.6697459584294885,0.12232039371669969,0.12733160187519296,0.3497433254784138,0.35683553897445947,1.0202783383681282,1.0108754526004984,1.0324652311497886,0
shifted_gamma,L-BFGS-B,1095,10,EW,1000,1000,1,1,1,0.02620000000000194,0.003966666666656238,6.605042016824577,0.041851464649673764,0.04381235583765749,0.2045763052009537,0.20931401252103857,1.0231586317654482,1.0208816516513748,1.026053926858248,0
shifted_gamma,L-BFGS-B,1095,10,QU,1000,1000,1,1,1,0.02620000000000194,0.0042666666666718814,6.14062499999295,0.041851464649673764,0.054433088457444365,0.2045763052009537,0.23330899780643774,1.1404497582320694,1.0644703598485536,1.2305225020252533,0
shifted_gamma,L-BFGS-B,1095,50,EW,1000,1000,1,1,1,0.02620000000000194,0.007499999999996968,3.4933333333350043,0.041851464649673764,0.041578460459207996,0.2045763052009537,0.20390797056321264,0.99673307895025,0.9993119587675143,0.9934358990626162,0
shifted_gamma,L-BFGS-B,1095,50,QU,1000,1000,1,1,1,0.02620000000000194,0.008566666666668728,3.0583657587543547,0.041851464649673764,0.044013133561619004,0.2045763052009537,0.20979307319742233,1.0255003529922206,1.0096460994775294,1.0453622776096194,0
shifted_gamma,L-BFGS-B,1095,100,EW,1000,1000,1,1,1,0.02620000000000194,0.010766666666677338,2.4334365325055085,0.041851464649673764,0.04154631895670718,0.2045763052009537,0.20382914157869375,0.9963477509209776,0.99974278399205,0.9920030248883491,0
shifted_gamma,L-BFGS-B,1095,100,QU,1000,1000,1,1,1,0.02620000000000194,0.01361666666665921,1.9241126071003394,0.041851464649673764,0.04296013072734422,0.2045763052009537,0.20726825788659542,1.0131586729117892,1.0052651960033971,1.0231327321385557,0
shifted_gamma,L-BFGS-B,3650,10,EW,1000,1000,1,1,1,0.08044999999999619,0.0031833333333376383,25.27225130886515,0.012080534468749127,0.012831452388126805,0.1099114846990483,0.11327600093632723,1.0306111435623984,1.0145100046359652,1.0515908592695942,0
shifted_gamma,L-BFGS-B,3650,10,QU,1000,1000,1,1,1,0.08044999999999619,0.004133333333326542,19.463709677450414,0.012080534468749127,0.015879853037697306,0.1099114846990483,0.1260152889045504,1.1465161193081541,1.0659181770261188,1.2454152432875996,0
